"","ID","suit_hist","suit_2030","suit_2050","cell","crops"
"1",1,0.965517222881317,1,1,22895,"maize"
"2",1,0.827586233615875,0.965517222881317,0.965517222881317,22896,"maize"
"3",1,0.655172407627106,0.931034505367279,0.931034505367279,22897,"maize"
"4",1,0.965517222881317,1,1,23087,"maize"
"5",1,0.827586233615875,0.965517222881317,0.965517222881317,23088,"maize"
"6",1,0.655172407627106,0.931034505367279,0.931034505367279,23089,"maize"
"7",1,0.862068951129913,0.965517222881317,0.965517222881317,23280,"maize"
"8",1,0.655172407627106,0.896551728248596,0.896551728248596,23281,"maize"
"9",2,1,1,0.75862067937851,20587,"maize"
"10",2,0.877500057220459,1,1,20589,"maize"
"11",2,0.896551728248596,0.827586233615875,0.551724135875702,20778,"maize"
"12",2,1,1,0.827586233615875,20779,"maize"
"13",2,1,1,1,20780,"maize"
"14",2,1,1,1,20781,"maize"
"15",2,1,1,1,20782,"maize"
"16",2,0.931034505367279,0.862068951129913,0.586206912994385,20970,"maize"
"17",2,1,1,0.793103456497192,20971,"maize"
"18",2,1,1,1,20972,"maize"
"19",2,1,1,1,20973,"maize"
"20",2,1,1,1,20974,"maize"
"21",2,1,1,0.75862067937851,21163,"maize"
"22",2,1,1,1,21164,"maize"
"23",2,1,1,1,21165,"maize"
"24",2,0.990000009536743,1,1,21166,"maize"
"25",2,0.931034505367279,0.862068951129913,0.655172407627106,21167,"maize"
"26",2,0.965517222881317,0.896551728248596,0.655172407627106,21355,"maize"
"27",2,1,1,0.931034505367279,21356,"maize"
"28",2,1,1,1,21357,"maize"
"29",2,0.960999965667725,1,1,21358,"maize"
"30",2,1,1,0.793103456497192,21359,"maize"
"31",2,1,1,0.931034505367279,21548,"maize"
"32",2,1,1,1,21549,"maize"
"33",2,1,1,1,21550,"maize"
"34",2,1,1,1,21740,"maize"
"35",2,1,1,1,21741,"maize"
"36",2,1,1,1,21742,"maize"
"37",2,1,1,1,21932,"maize"
"38",2,1,1,1,21933,"maize"
"39",2,1,1,1,22124,"maize"
"40",2,0.958500027656555,1,1,22125,"maize"
"41",3,0.862068951129913,0.793103456497192,0.551724135875702,18669,"maize"
"42",3,0.896551728248596,0.827586233615875,0.586206912994385,18858,"maize"
"43",3,0.827586233615875,0.75862067937851,0.517241358757019,18859,"maize"
"44",3,0.965517222881317,0.896551728248596,0.620689630508423,18860,"maize"
"45",3,1,1,0.862068951129913,18861,"maize"
"46",3,1,1,0.793103456497192,18862,"maize"
"47",3,0.862068951129913,0.793103456497192,0.551724135875702,18863,"maize"
"48",3,0.896551728248596,0.827586233615875,0.551724135875702,19050,"maize"
"49",3,0.793103456497192,0.724137902259827,0.482758611440659,19051,"maize"
"50",3,0.931034505367279,0.862068951129913,0.586206912994385,19052,"maize"
"51",3,1,1,0.862068951129913,19053,"maize"
"52",3,1,1,0.827586233615875,19054,"maize"
"53",3,0.896551728248596,0.827586233615875,0.586206912994385,19055,"maize"
"54",3,0.655172407627106,0.586206912994385,0.379310339689255,19056,"maize"
"55",3,0.862068951129913,0.793103456497192,0.517241358757019,19242,"maize"
"56",3,0.793103456497192,0.724137902259827,0.482758611440659,19243,"maize"
"57",3,0.965517222881317,0.896551728248596,0.620689630508423,19244,"maize"
"58",3,1,1,1,19245,"maize"
"59",3,1,1,0.965517222881317,19246,"maize"
"60",3,1,1,0.793103456497192,19247,"maize"
"61",3,0.655172407627106,0.586206912994385,0.379310339689255,19248,"maize"
"62",3,0.862068951129913,0.793103456497192,0.517241358757019,19434,"maize"
"63",3,0.793103456497192,0.724137902259827,0.482758611440659,19435,"maize"
"64",3,0.965517222881317,0.896551728248596,0.620689630508423,19436,"maize"
"65",3,1,1,0.896551728248596,19437,"maize"
"66",3,1,1,0.965517222881317,19438,"maize"
"67",3,0.931034505367279,0.862068951129913,0.586206912994385,19439,"maize"
"68",3,0.586206912994385,0.517241358757019,0.310344815254211,19440,"maize"
"69",3,0.448275864124298,0.379310339689255,0.172413796186447,19441,"maize"
"70",3,0.793103456497192,0.724137902259827,0.448275864124298,19626,"maize"
"71",3,0.793103456497192,0.724137902259827,0.482758611440659,19627,"maize"
"72",3,0.862068951129913,0.793103456497192,0.517241358757019,19628,"maize"
"73",3,1,1,0.75862067937851,19629,"maize"
"74",3,1,1,0.965517222881317,19630,"maize"
"75",3,0.965517222881317,0.896551728248596,0.620689630508423,19631,"maize"
"76",3,0.586206912994385,0.517241358757019,0.310344815254211,19632,"maize"
"77",3,0.413793116807938,0.344827592372894,0.137931033968925,19633,"maize"
"78",3,0.379310339689255,0.310344815254211,0.103448279201984,19634,"maize"
"79",3,0.862068951129913,0.793103456497192,0.517241358757019,19818,"maize"
"80",3,0.793103456497192,0.724137902259827,0.448275864124298,19819,"maize"
"81",3,0.896551728248596,0.827586233615875,0.551724135875702,19820,"maize"
"82",3,1,1,0.724137902259827,19821,"maize"
"83",3,1,1,1,19822,"maize"
"84",3,1,1,0.827586233615875,19823,"maize"
"85",3,0.586206912994385,0.517241358757019,0.275862067937851,19824,"maize"
"86",3,0.448275864124298,0.379310339689255,0.172413796186447,19825,"maize"
"87",3,0.344827592372894,0.275862067937851,0.0689655169844627,19826,"maize"
"88",3,0.310344815254211,0.241379305720329,0.0689655169844627,19827,"maize"
"89",3,0.862068951129913,0.793103456497192,0.517241358757019,20010,"maize"
"90",3,0.793103456497192,0.724137902259827,0.448275864124298,20011,"maize"
"91",3,0.931034505367279,0.862068951129913,0.586206912994385,20012,"maize"
"92",3,1,1,0.931034505367279,20013,"maize"
"93",3,1,1,1,20014,"maize"
"94",3,1,1,1,20015,"maize"
"95",3,0.655172407627106,0.586206912994385,0.344827592372894,20016,"maize"
