"","ID","suit_hist","suit_2030","suit_2050","cell","crops"
"1",1,0.646250009536743,0.709374964237213,0.759374976158142,22895,"mango"
"2",1,0.663750052452087,0.728125035762787,0.774999976158142,22896,"mango"
"3",1,0.677999973297119,0.740625023841858,0.790624976158142,22897,"mango"
"4",1,0.618499994277954,0.681249976158142,0.731249988079071,23087,"mango"
"5",1,0.640500068664551,0.703125,0.753125011920929,23088,"mango"
"6",1,0.661249995231628,0.721875011920929,0.774999976158142,23089,"mango"
"7",1,0.627249956130981,0.690624952316284,0.740625023841858,23280,"mango"
"8",1,0.652249932289124,0.715624988079071,0.765625,23281,"mango"
"9",2,0.806249976158142,0.868749976158142,0.921875,20587,"mango"
"10",2,0.563249945640564,0.625,0.678125023841858,20589,"mango"
"11",2,0.828571438789368,0.885714292526245,0.914285719394684,20778,"mango"
"12",2,0.80174994468689,0.862499952316284,0.915624976158142,20779,"mango"
"13",2,0.63824999332428,0.703125,0.753124952316284,20780,"mango"
"14",2,0.59375,0.65625,0.706250011920929,20781,"mango"
"15",2,0.662999987602234,0.721875011920929,0.778124988079071,20782,"mango"
"16",2,0.885714292526245,0.914285719394684,0.971428573131561,20970,"mango"
"17",2,0.820749998092651,0.884375035762787,0.934375047683716,20971,"mango"
"18",2,0.65024995803833,0.712499976158142,0.765625,20972,"mango"
"19",2,0.598250031471252,0.662500023841858,0.712499976158142,20973,"mango"
"20",2,0.648749947547913,0.709375023841858,0.759374976158142,20974,"mango"
"21",2,0.849249958992004,0.912499964237213,0.965624988079071,21163,"mango"
"22",2,0.710749983787537,0.771875023841858,0.824999988079071,21164,"mango"
"23",2,0.608999967575073,0.671875,0.721874952316284,21165,"mango"
"24",2,0.586750030517578,0.646874964237213,0.699999988079071,21166,"mango"
"25",2,0.795750021934509,0.859375,0.909375011920929,21167,"mango"
"26",2,0.88100004196167,0.943749964237213,0.993749976158142,21355,"mango"
"27",2,0.78849995136261,0.850000023841858,0.903124988079071,21356,"mango"
"28",2,0.617499947547913,0.681249976158142,0.731249988079071,21357,"mango"
"29",2,0.571500062942505,0.634374976158142,0.684374988079071,21358,"mango"
"30",2,0.761749982833862,0.821874976158142,0.875,21359,"mango"
"31",2,0.811749935150146,0.875,0.925000011920929,21548,"mango"
"32",2,0.651000022888184,0.712499976158142,0.765625,21549,"mango"
"33",2,0.61424994468689,0.678124964237213,0.728124976158142,21550,"mango"
"34",2,0.78725004196167,0.850000023841858,0.903125047683716,21740,"mango"
"35",2,0.672500014305115,0.734375,0.787499964237213,21741,"mango"
"36",2,0.590999960899353,0.653124988079071,0.703125,21742,"mango"
"37",2,0.710999965667725,0.774999976158142,0.824999988079071,21932,"mango"
"38",2,0.626749992370605,0.690625011920929,0.740625023841858,21933,"mango"
"39",2,0.597000002861023,0.659375011920929,0.709375023841858,22124,"mango"
"40",2,0.546749949455261,0.609375,0.659374952316284,22125,"mango"
"41",3,0.54285717010498,0.600000023841858,0.628571450710297,18669,"mango"
"42",3,0.54285717010498,0.657142877578735,0.657142877578735,18858,"mango"
"43",3,0.54285717010498,0.657142877578735,0.657142877578735,18859,"mango"
"44",3,0.628571450710297,0.742857158184052,0.77142858505249,18860,"mango"
"45",3,0.751250028610229,0.8125,0.862500011920929,18861,"mango"
