"","ID","suit_hist","cell","NA","NA","crops"
"1",1,0.553846180438995,22895,35.8541666666667,0.0625000000000009,"lentil"
"2",1,0.49230769276619,22896,35.8958333333333,0.0625000000000009,"lentil"
"3",1,0.415384620428085,22897,35.9375,0.0625000000000009,"lentil"
"4",1,0.553846180438995,23087,35.8541666666667,0.0208333333333339,"lentil"
"5",1,0.49230769276619,23088,35.8958333333333,0.0208333333333339,"lentil"
"6",1,0.415384620428085,23089,35.9375,0.0208333333333339,"lentil"
"7",1,0.507692337036133,23280,35.8958333333333,-0.020833333333333,"lentil"
"8",1,0.400000005960464,23281,35.9375,-0.020833333333333,"lentil"
"9",2,0.6307692527771,20587,35.6875,0.562500000000001,"lentil"
"10",2,1,20589,35.7708333333333,0.562500000000001,"lentil"
"11",2,0.523076951503754,20778,35.6458333333333,0.520833333333334,"lentil"
"12",2,0.661538481712341,20779,35.6875,0.520833333333334,"lentil"
"13",2,0.984615385532379,20780,35.7291666666667,0.520833333333334,"lentil"
"14",2,1,20781,35.7708333333333,0.520833333333334,"lentil"
"15",2,0.830769240856171,20782,35.8125,0.520833333333334,"lentil"
"16",2,0.538461565971375,20970,35.6458333333333,0.479166666666667,"lentil"
"17",2,0.64615386724472,20971,35.6875,0.479166666666667,"lentil"
"18",2,0.953846156597137,20972,35.7291666666667,0.479166666666667,"lentil"
"19",2,1,20973,35.7708333333333,0.479166666666667,"lentil"
"20",2,0.892307698726654,20974,35.8125,0.479166666666667,"lentil"
"21",2,0.6307692527771,21163,35.6875,0.437500000000001,"lentil"
"22",2,0.830769240856171,21164,35.7291666666667,0.437500000000001,"lentil"
"23",2,1,21165,35.7708333333333,0.437500000000001,"lentil"
"24",2,0.953846156597137,21166,35.8125,0.437500000000001,"lentil"
"25",2,0.538461565971375,21167,35.8541666666667,0.437500000000001,"lentil"
"26",2,0.553846180438995,21355,35.6875,0.395833333333334,"lentil"
"27",2,0.692307710647583,21356,35.7291666666667,0.395833333333334,"lentil"
"28",2,0.969230771064758,21357,35.7708333333333,0.395833333333334,"lentil"
"29",2,0.953846156597137,21358,35.8125,0.395833333333334,"lentil"
"30",2,0.615384638309479,21359,35.8541666666667,0.395833333333334,"lentil"
"31",2,0.64615386724472,21548,35.7291666666667,0.354166666666667,"lentil"
"32",2,0.846153855323792,21549,35.7708333333333,0.354166666666667,"lentil"
"33",2,0.907692313194275,21550,35.8125,0.354166666666667,"lentil"
"34",2,0.676923096179962,21740,35.7291666666667,0.312500000000001,"lentil"
"35",2,0.800000011920929,21741,35.7708333333333,0.312500000000001,"lentil"
"36",2,0.846153855323792,21742,35.8125,0.312500000000001,"lentil"
"37",2,0.723076939582825,21932,35.7291666666667,0.270833333333334,"lentil"
"38",2,0.81538462638855,21933,35.7708333333333,0.270833333333334,"lentil"
"39",2,0.769230782985687,22124,35.7291666666667,0.229166666666667,"lentil"
"40",2,0.753846168518066,22125,35.7708333333333,0.229166666666667,"lentil"
"41",3,0.507692337036133,18669,35.7708333333333,0.979166666666667,"lentil"
"42",3,0.523076951503754,18858,35.6458333333333,0.937500000000001,"lentil"
"43",3,0.49230769276619,18859,35.6875,0.937500000000001,"lentil"
"44",3,0.553846180438995,18860,35.7291666666667,0.937500000000001,"lentil"
"45",3,0.661538481712341,18861,35.7708333333333,0.937500000000001,"lentil"
"46",3,0.6307692527771,18862,35.8125,0.937500000000001,"lentil"
"47",3,0.507692337036133,18863,35.8541666666667,0.937500000000001,"lentil"
"48",3,0.523076951503754,19050,35.6458333333333,0.895833333333334,"lentil"
"49",3,0.476923078298569,19051,35.6875,0.895833333333334,"lentil"
"50",3,0.538461565971375,19052,35.7291666666667,0.895833333333334,"lentil"
"51",3,0.676923096179962,19053,35.7708333333333,0.895833333333334,"lentil"
"52",3,0.64615386724472,19054,35.8125,0.895833333333334,"lentil"
"53",3,0.523076951503754,19055,35.8541666666667,0.895833333333334,"lentil"
"54",3,0.415384620428085,19056,35.8958333333333,0.895833333333334,"lentil"
"55",3,0.507692337036133,19242,35.6458333333333,0.854166666666667,"lentil"
"56",3,0.476923078298569,19243,35.6875,0.854166666666667,"lentil"
"57",3,0.553846180438995,19244,35.7291666666667,0.854166666666667,"lentil"
"58",3,0.753846168518066,19245,35.7708333333333,0.854166666666667,"lentil"
"59",3,0.723076939582825,19246,35.8125,0.854166666666667,"lentil"
"60",3,0.6307692527771,19247,35.8541666666667,0.854166666666667,"lentil"
"61",3,0.415384620428085,19248,35.8958333333333,0.854166666666667,"lentil"
"62",3,0.507692337036133,19434,35.6458333333333,0.812500000000001,"lentil"
"63",3,0.476923078298569,19435,35.6875,0.812500000000001,"lentil"
"64",3,0.553846180438995,19436,35.7291666666667,0.812500000000001,"lentil"
"65",3,0.692307710647583,19437,35.7708333333333,0.812500000000001,"lentil"
"66",3,0.723076939582825,19438,35.8125,0.812500000000001,"lentil"
"67",3,0.538461565971375,19439,35.8541666666667,0.812500000000001,"lentil"
"68",3,0.384615391492844,19440,35.8958333333333,0.812500000000001,"lentil"
"69",3,0.32307693362236,19441,35.9375,0.812500000000001,"lentil"
"70",3,0.476923078298569,19626,35.6458333333333,0.770833333333334,"lentil"
"71",3,0.476923078298569,19627,35.6875,0.770833333333334,"lentil"
"72",3,0.507692337036133,19628,35.7291666666667,0.770833333333334,"lentil"
"73",3,0.6307692527771,19629,35.7708333333333,0.770833333333334,"lentil"
"74",3,0.723076939582825,19630,35.8125,0.770833333333334,"lentil"
"75",3,0.553846180438995,19631,35.8541666666667,0.770833333333334,"lentil"
"76",3,0.384615391492844,19632,35.8958333333333,0.770833333333334,"lentil"
"77",3,0.307692319154739,19633,35.9375,0.770833333333334,"lentil"
"78",3,0.292307704687119,19634,35.9791666666667,0.770833333333334,"lentil"
"79",3,0.507692337036133,19818,35.6458333333333,0.729166666666667,"lentil"
"80",3,0.476923078298569,19819,35.6875,0.729166666666667,"lentil"
"81",3,0.523076951503754,19820,35.7291666666667,0.729166666666667,"lentil"
"82",3,0.615384638309479,19821,35.7708333333333,0.729166666666667,"lentil"
"83",3,0.81538462638855,19822,35.8125,0.729166666666667,"lentil"
"84",3,0.661538481712341,19823,35.8541666666667,0.729166666666667,"lentil"
"85",3,0.384615391492844,19824,35.8958333333333,0.729166666666667,"lentil"
"86",3,0.32307693362236,19825,35.9375,0.729166666666667,"lentil"
"87",3,0.276923090219498,19826,35.9791666666667,0.729166666666667,"lentil"
"88",3,0.261538475751877,19827,36.0208333333333,0.729166666666667,"lentil"
"89",3,0.507692337036133,20010,35.6458333333333,0.687500000000001,"lentil"
"90",3,0.476923078298569,20011,35.6875,0.687500000000001,"lentil"
"91",3,0.538461565971375,20012,35.7291666666667,0.687500000000001,"lentil"
"92",3,0.723076939582825,20013,35.7708333333333,0.687500000000001,"lentil"
"93",3,0.876923084259033,20014,35.8125,0.687500000000001,"lentil"
"94",3,0.769230782985687,20015,35.8541666666667,0.687500000000001,"lentil"
"95",3,0.415384620428085,20016,35.8958333333333,0.687500000000001,"lentil"
"96",3,0.369230777025223,20017,35.9375,0.687500000000001,"lentil"
"97",3,0.276923090219498,20018,35.9791666666667,0.687500000000001,"lentil"
"98",3,0.49230769276619,20202,35.6458333333333,0.645833333333334,"lentil"
"99",3,0.523076951503754,20203,35.6875,0.645833333333334,"lentil"
"100",3,0.723076939582825,20204,35.7291666666667,0.645833333333334,"lentil"
"101",3,0.953846156597137,20205,35.7708333333333,0.645833333333334,"lentil"
"102",3,0.876923084259033,20206,35.8125,0.645833333333334,"lentil"
"103",3,0.738461554050446,20207,35.8541666666667,0.645833333333334,"lentil"
"104",3,0.461538463830948,20208,35.8958333333333,0.645833333333334,"lentil"
"105",3,0.400000005960464,20209,35.9375,0.645833333333334,"lentil"
"106",3,0.292307704687119,20210,35.9791666666667,0.645833333333334,"lentil"
"107",3,0.523076951503754,20393,35.6041666666667,0.604166666666667,"lentil"
"108",3,0.49230769276619,20394,35.6458333333333,0.604166666666667,"lentil"
"109",3,0.600000023841858,20395,35.6875,0.604166666666667,"lentil"
"110",3,0.846153855323792,20396,35.7291666666667,0.604166666666667,"lentil"
"111",3,0.984615385532379,20397,35.7708333333333,0.604166666666667,"lentil"
"112",3,0.876923084259033,20398,35.8125,0.604166666666667,"lentil"
"113",3,0.707692325115204,20399,35.8541666666667,0.604166666666667,"lentil"
"114",3,0.476923078298569,20400,35.8958333333333,0.604166666666667,"lentil"
"115",3,0.369230777025223,20401,35.9375,0.604166666666667,"lentil"
"116",3,0.538461565971375,20585,35.6041666666667,0.562500000000001,"lentil"
"117",3,0.507692337036133,20586,35.6458333333333,0.562500000000001,"lentil"
"118",3,0.876923084259033,20588,35.7291666666667,0.562500000000001,"lentil"
"119",4,0.261538475751877,19828,36.0625,0.729166666666667,"lentil"
"120",4,0.246153846383095,20019,36.0208333333333,0.687500000000001,"lentil"
"121",4,0.230769231915474,20020,36.0625,0.687500000000001,"lentil"
"122",4,0.230769231915474,20021,36.1041666666667,0.687500000000001,"lentil"
"123",4,0.215384617447853,20022,36.1458333333333,0.687500000000001,"lentil"
"124",4,0.230769231915474,20211,36.0208333333333,0.645833333333334,"lentil"
"125",4,0.215384617447853,20212,36.0625,0.645833333333334,"lentil"
"126",4,0.215384617447853,20213,36.1041666666667,0.645833333333334,"lentil"
"127",4,0.169230774044991,20214,36.1458333333333,0.645833333333334,"lentil"
"128",4,0.230769231915474,20215,36.1875,0.645833333333334,"lentil"
"129",4,0.261538475751877,20216,36.2291666666667,0.645833333333334,"lentil"
"130",4,0.338461548089981,20217,36.2708333333333,0.645833333333334,"lentil"
"131",4,0.261538475751877,20402,35.9791666666667,0.604166666666667,"lentil"
"132",4,0.200000002980232,20403,36.0208333333333,0.604166666666667,"lentil"
"133",4,0.200000002980232,20404,36.0625,0.604166666666667,"lentil"
"134",4,0.200000002980232,20405,36.1041666666667,0.604166666666667,"lentil"
"135",4,0.184615388512611,20406,36.1458333333333,0.604166666666667,"lentil"
"136",4,0.261538475751877,20407,36.1875,0.604166666666667,"lentil"
"137",4,0.246153846383095,20408,36.2291666666667,0.604166666666667,"lentil"
"138",4,0.353846162557602,20409,36.2708333333333,0.604166666666667,"lentil"
"139",4,0.923076927661896,20590,35.8125,0.562500000000001,"lentil"
"140",4,0.64615386724472,20591,35.8541666666667,0.562500000000001,"lentil"
"141",4,0.400000005960464,20592,35.8958333333333,0.562500000000001,"lentil"
"142",4,0.276923090219498,20593,35.9375,0.562500000000001,"lentil"
"143",4,0.184615388512611,20594,35.9791666666667,0.562500000000001,"lentil"
"144",4,0.169230774044991,20595,36.0208333333333,0.562500000000001,"lentil"
"145",4,0.15384615957737,20596,36.0625,0.562500000000001,"lentil"
"146",4,0.169230774044991,20597,36.1041666666667,0.562500000000001,"lentil"
"147",4,0.200000002980232,20598,36.1458333333333,0.562500000000001,"lentil"
"148",4,0.246153846383095,20599,36.1875,0.562500000000001,"lentil"
"149",4,0.307692319154739,20600,36.2291666666667,0.562500000000001,"lentil"
"150",4,0.446153849363327,20601,36.2708333333333,0.562500000000001,"lentil"
"151",4,0.507692337036133,20783,35.8541666666667,0.520833333333334,"lentil"
"152",4,0.32307693362236,20784,35.8958333333333,0.520833333333334,"lentil"
"153",4,0.200000002980232,20785,35.9375,0.520833333333334,"lentil"
"154",4,0.138461545109749,20786,35.9791666666667,0.520833333333334,"lentil"
"155",4,0.123076923191547,20787,36.0208333333333,0.520833333333334,"lentil"
"156",4,0.123076923191547,20788,36.0625,0.520833333333334,"lentil"
"157",4,0.123076923191547,20789,36.1041666666667,0.520833333333334,"lentil"
"158",4,0.200000002980232,20790,36.1458333333333,0.520833333333334,"lentil"
"159",4,0.32307693362236,20791,36.1875,0.520833333333334,"lentil"
"160",4,0.446153849363327,20792,36.2291666666667,0.520833333333334,"lentil"
"161",4,0.584615409374237,20793,36.2708333333333,0.520833333333334,"lentil"
"162",4,0.523076951503754,20975,35.8541666666667,0.479166666666667,"lentil"
"163",4,0.353846162557602,20976,35.8958333333333,0.479166666666667,"lentil"
"164",4,0.215384617447853,20977,35.9375,0.479166666666667,"lentil"
"165",4,0.123076923191547,20978,35.9791666666667,0.479166666666667,"lentil"
"166",4,0.107692308723927,20979,36.0208333333333,0.479166666666667,"lentil"
"167",4,0.107692308723927,20980,36.0625,0.479166666666667,"lentil"
"168",4,0.0923076942563057,20981,36.1041666666667,0.479166666666667,"lentil"
"169",4,0.246153846383095,20982,36.1458333333333,0.479166666666667,"lentil"
"170",4,0.307692319154739,20983,36.1875,0.479166666666667,"lentil"
"171",4,0.523076951503754,20984,36.2291666666667,0.479166666666667,"lentil"
"172",4,0.369230777025223,21168,35.8958333333333,0.437500000000001,"lentil"
"173",4,0.246153846383095,21169,35.9375,0.437500000000001,"lentil"
"174",4,0.107692308723927,21170,35.9791666666667,0.437500000000001,"lentil"
"175",4,0.0923076942563057,21171,36.0208333333333,0.437500000000001,"lentil"
"176",4,0.107692308723927,21172,36.0625,0.437500000000001,"lentil"
"177",4,0.0923076942563057,21173,36.1041666666667,0.437500000000001,"lentil"
"178",4,0.307692319154739,21174,36.1458333333333,0.437500000000001,"lentil"
"179",4,0.384615391492844,21175,36.1875,0.437500000000001,"lentil"
"180",4,0.538461565971375,21176,36.2291666666667,0.437500000000001,"lentil"
"181",4,0.430769234895706,21360,35.8958333333333,0.395833333333334,"lentil"
"182",4,0.292307704687119,21361,35.9375,0.395833333333334,"lentil"
"183",4,0.169230774044991,21362,35.9791666666667,0.395833333333334,"lentil"
"184",4,0.107692308723927,21363,36.0208333333333,0.395833333333334,"lentil"
"185",4,0.107692308723927,21364,36.0625,0.395833333333334,"lentil"
"186",4,0.15384615957737,21365,36.1041666666667,0.395833333333334,"lentil"
"187",4,0.430769234895706,21366,36.1458333333333,0.395833333333334,"lentil"
"188",4,0.538461565971375,21367,36.1875,0.395833333333334,"lentil"
"189",4,0.600000023841858,21368,36.2291666666667,0.395833333333334,"lentil"
"190",4,0.707692325115204,21551,35.8541666666667,0.354166666666667,"lentil"
"191",4,0.523076951503754,21552,35.8958333333333,0.354166666666667,"lentil"
"192",4,0.369230777025223,21553,35.9375,0.354166666666667,"lentil"
"193",4,0.230769231915474,21554,35.9791666666667,0.354166666666667,"lentil"
"194",4,0.200000002980232,21555,36.0208333333333,0.354166666666667,"lentil"
"195",4,0.138461545109749,21556,36.0625,0.354166666666667,"lentil"
"196",4,0.230769231915474,21557,36.1041666666667,0.354166666666667,"lentil"
"197",4,0.507692337036133,21558,36.1458333333333,0.354166666666667,"lentil"
"198",4,0.707692325115204,21559,36.1875,0.354166666666667,"lentil"
