"","ID","suit_hist","cell","NA","NA","crops"
"1",1,0,22895,35.8541666666667,0.0625000000000009,"coffee arabica"
"2",1,0,22896,35.8958333333333,0.0625000000000009,"coffee arabica"
"3",1,0,22897,35.9375,0.0625000000000009,"coffee arabica"
"4",1,0,23087,35.8541666666667,0.0208333333333339,"coffee arabica"
"5",1,0,23088,35.8958333333333,0.0208333333333339,"coffee arabica"
"6",1,0,23089,35.9375,0.0208333333333339,"coffee arabica"
"7",1,0,23280,35.8958333333333,-0.020833333333333,"coffee arabica"
"8",1,0,23281,35.9375,-0.020833333333333,"coffee arabica"
"9",2,0,20587,35.6875,0.562500000000001,"coffee arabica"
"10",2,0,20589,35.7708333333333,0.562500000000001,"coffee arabica"
"11",2,0,20778,35.6458333333333,0.520833333333334,"coffee arabica"
"12",2,0,20779,35.6875,0.520833333333334,"coffee arabica"
"13",2,0,20780,35.7291666666667,0.520833333333334,"coffee arabica"
"14",2,0,20781,35.7708333333333,0.520833333333334,"coffee arabica"
"15",2,0,20782,35.8125,0.520833333333334,"coffee arabica"
"16",2,0,20970,35.6458333333333,0.479166666666667,"coffee arabica"
"17",2,0,20971,35.6875,0.479166666666667,"coffee arabica"
"18",2,0,20972,35.7291666666667,0.479166666666667,"coffee arabica"
"19",2,0,20973,35.7708333333333,0.479166666666667,"coffee arabica"
"20",2,0,20974,35.8125,0.479166666666667,"coffee arabica"
"21",2,0,21163,35.6875,0.437500000000001,"coffee arabica"
"22",2,0,21164,35.7291666666667,0.437500000000001,"coffee arabica"
"23",2,0,21165,35.7708333333333,0.437500000000001,"coffee arabica"
"24",2,0,21166,35.8125,0.437500000000001,"coffee arabica"
"25",2,0,21167,35.8541666666667,0.437500000000001,"coffee arabica"
"26",2,0,21355,35.6875,0.395833333333334,"coffee arabica"
"27",2,0,21356,35.7291666666667,0.395833333333334,"coffee arabica"
"28",2,0,21357,35.7708333333333,0.395833333333334,"coffee arabica"
"29",2,0,21358,35.8125,0.395833333333334,"coffee arabica"
"30",2,0,21359,35.8541666666667,0.395833333333334,"coffee arabica"
"31",2,0,21548,35.7291666666667,0.354166666666667,"coffee arabica"
"32",2,0,21549,35.7708333333333,0.354166666666667,"coffee arabica"
"33",2,0,21550,35.8125,0.354166666666667,"coffee arabica"
"34",2,0,21740,35.7291666666667,0.312500000000001,"coffee arabica"
"35",2,0,21741,35.7708333333333,0.312500000000001,"coffee arabica"
"36",2,0,21742,35.8125,0.312500000000001,"coffee arabica"
"37",2,0,21932,35.7291666666667,0.270833333333334,"coffee arabica"
"38",2,0,21933,35.7708333333333,0.270833333333334,"coffee arabica"
"39",2,0,22124,35.7291666666667,0.229166666666667,"coffee arabica"
"40",2,0,22125,35.7708333333333,0.229166666666667,"coffee arabica"
"41",3,0,18669,35.7708333333333,0.979166666666667,"coffee arabica"
